"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"ZEUSS PETROLEUM - DESCONEXION 2024","USD","0.00","USD","-2446.26","USD","-2446.26","USD","0.00","Colombia","ZEUSS PETROLEUM S A S","Upsale/Crossale","Disconnection","Edilia Sarrazola","02-20-2023","08-31-2024","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Cesar Alzate","LatAmENT","Event","Partner/Sponsor","Proposal Submitted"
"ZEUSS PETROLEUM - DRAAS 2023","USD","1455.07","USD","1455.07","USD","52382.57","USD","0.00","Colombia","ZEUSS PETROLEUM S A S","Upsale/Crossale","Upgrade","Edilia Sarrazola","04-10-2023","02-17-2024","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Cesar Alzate","LatAmENT","Event","Partner/Sponsor","Closed Lost"
"TRS - Vulnerability Managed","USD","1332.51","USD","1332.51","USD","15990.10","USD","0.00","Colombia","TRS Partes S.A","Upsale/Crossale","New Service","Sandra Palacios","04-23-2024","12-13-2024","Sales Tracking","Advertisement","LATAM_Col_Event_Vulnerability OTF CAL_Ent_Apr2024","Colombia","04-01-2024","04-18-2024","Eliana Guzman","LatAmENT","Event","One-to-Few","Solution Design"
"U JAVERIANA - ENLACE ORACLE","USD","2699.66","USD","2699.66","USD","32395.95","USD","0.00","Colombia","PONTIFICIA UNIVERSIDAD JAVERIANA","New Customer","New Service","Carolina Serna","10-24-2023","10-16-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"U Javeriana - Ethernet","USD","337.46","USD","337.46","USD","4049.49","USD","0.00","Colombia","PONTIFICIA UNIVERSIDAD JAVERIANA","New Customer","New Service","Carolina Serna","03-19-2024","04-26-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Closed Won"
"U JAVERIANA CONEXION AZURE","USD","1698.00","USD","1698.00","USD","20376.00","USD","0.00","Colombia","PONTIFICIA UNIVERSIDAD JAVERIANA","New Customer","New Service","Carolina Serna","04-09-2024","08-12-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"BRECCIA RENOVACION 2023","USD","416.05","USD","0.00","USD","2296.89","USD","0.00","Colombia","BRECCIA SALUD S A S","Upsale","New Service; Disconnection; Migration; Upgrade; Reconfiguration; Renewal","Claudia Acosta","01-25-2023","03-31-2023","Sales Tracking","Seminar / Conference","LATAM_COL_BOG_ENT_RETSUSHI_APR_2023","Colombia","04-06-2023","04-26-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Won"
"U ANDES - WIFI","USD","5624.30","USD","5624.30","USD","134983.13","USD","0.00","Colombia","UNIVERSIDAD DE LOS ANDES","Upsale/Crossale","New Service","Carolina Serna","05-16-2024","09-18-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"U CATOLICA DATACENTER DE CONTINGENCIA","USD","0.00","USD","0.00","USD","13829.79","USD","13829.79","Colombia","UNIVERSIDAD CATOLICA DE COLOMBIA","Upsale/Crossale","New Service","Carolina Serna","08-02-2022","12-17-2023","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"KONRAD - AMPLIACIÓN 2057354.CO/2007815.CO","USD","305.96","USD","305.96","USD","3671.54","USD","0.00","Colombia","FUNDACION UNIVERSITARIA KONRAD LORENZ","Upsale/Crossale","Upgrade; Renewal","Carolina Serna","06-11-2024","07-17-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Proposal Acceptance"
"U SABANA - ENLACE CASA CHIA U SABANA","USD","224.75","USD","224.75","USD","4045.44","USD","0.00","Colombia","UNIVERSIDAD DE LA SABANA","Upsale/Crossale","New Service; Reconfiguration; Renewal","Carolina Serna","10-24-2023","08-21-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Proposal Acceptance"
"U SABANA SERVICIOS EN AZURE","USD","9000.00","USD","9000.00","USD","324000.00","USD","0.00","Colombia","UNIVERSIDAD DE LA SABANA","Upsale/Crossale","New Service","Carolina Serna","04-11-2024","08-21-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"U SABANA SDWAN SEDE CALLE80","USD","891.08","USD","891.08","USD","32079.04","USD","0.00","Colombia","UNIVERSIDAD DE LA SABANA","Upsale/Crossale","New Service","Carolina Serna","05-24-2024","08-14-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Proposal Submitted"
"U ROSARIO SEGURIDAD SEDE PPAL","USD","1234.00","USD","1234.00","USD","44424.00","USD","0.00","Colombia","COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO","Upsale/Crossale","New Service","Carolina Serna","05-07-2024","08-20-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"U BOSQUE - CANAL BK RUTA ALTERNA","USD","3262.09","USD","3262.09","USD","117435.32","USD","0.00","Colombia","UNIVERSIDAD EL BOSQUE","Upsale/Crossale","New Service","Carolina Serna","04-01-2024","05-30-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Closed Lost"
"U BOSQUE IAAS","USD","4027.00","USD","4027.00","USD","144971.88","USD","0.00","Colombia","UNIVERSIDAD EL BOSQUE","Upsale/Crossale","New Service","Carolina Serna","06-17-2024","09-25-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"POLI MOODLE NUBE","USD","1595.00","USD","1595.00","USD","58420.00","USD","1000.00","Colombia","POLITECNICO GRANCOLOMBIANO","Upsale/Crossale","New Service","Carolina Serna","06-14-2024","08-21-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"ESCUELA DE INGENIERÍA - Dimensionamiento infraestructura OCI","USD","3626.55","USD","3626.55","USD","87037.12","USD","0.00","Colombia","ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO","Upsale/Crossale","New Service","Carolina Serna","12-12-2023","08-27-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"ESCUELA DE INGENIERIA DATACENER","USD","7502.81","USD","7502.81","USD","270101.24","USD","0.00","Colombia","ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO","Upsale/Crossale","New Service","Carolina Serna","05-03-2024","09-17-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Proposal Submitted"
"ESCUELA DE INGENIERIA BACKUP","USD","5275.59","USD","5275.59","USD","189921.26","USD","0.00","Colombia","ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO","Upsale/Crossale","New Service","Carolina Serna","05-29-2024","08-28-2024","Sales Tracking","Advertisement","LATAM_Reg_Event_Education Summit_Ent_Mar2024","Latam Region","01-24-2024","03-13-2024","German Reina","LatAmENT","Event","Special Event","Solution Design"
"LOS LIBERTADORES - WIFI 2023","USD","4724.41","USD","4724.41","USD","170078.74","USD","0.00","Colombia","FUNDACION UNIVERSITARIA LOS LIBERTADORES","Upsale/Crossale","New Service","Carolina Serna","02-02-2023","01-10-2024","Sales Tracking","Seminar / Conference","LATAM_COL_BOG_ENT_EDURODIZIO_MAR_2023","Colombia","04-28-2023","03-30-2023","German Reina","LatAmENT","Event","One-to-Few","Closed Lost"
"POSTOBON- PROYECTO SERVICIOS DE HOSTING + COLOCATION SAP- PARTE 1","USD","4781.91","USD","4781.91","USD","286914.89","USD","0.00","Colombia","POSTOBON S.A.","Upsale","New Service; Migration","Edilia Sarrazola","04-20-2023","05-08-2023","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Won"
"POSTOBON- PROYECTO SERVICIOS DE HOSTING + COLOCATION SAP - PARTE 2","USD","4413.83","USD","4413.83","USD","264829.79","USD","0.00","Colombia","POSTOBON S.A.","Upsale","New Service","Diana Arboleda","04-20-2023","05-08-2023","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Won"
"POSTOBON- PROYECTO SERVICIOS DE HOSTING + COLOCATION SAP - PARTE 4","USD","6042.53","USD","6042.53","USD","362551.74","USD","0.00","Colombia","POSTOBON S.A.","Crossale","New Service","Diana Arboleda","04-20-2023","05-08-2023","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Won"
"POSTOBON- PROYECTO SERVICIOS DE HOSTING + COLOCATION SAP- PARTE 3","USD","5411.87","USD","5411.87","USD","324712.11","USD","0.00","Colombia","POSTOBON S.A.","Crossale","New Service","Edilia Sarrazola","04-20-2023","05-08-2023","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Won"
"TCC_ Ampliación 8GB memoria 2022187.CO","USD","61.45","USD","61.45","USD","430.13","USD","0.00","Colombia","TCC S A S","Upsale/Crossale","Upgrade","Edilia Sarrazola","09-06-2022","06-27-2023","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Lost"
"TCC_ Renovación Conectividad_Seguridad SDWAN 2024","USD","2992.85","USD","0.00","USD","62716.54","USD","0.00","Colombia","TCC S A S","Upsale","New Service; Disconnection; Migration; Upgrade; Reconfiguration; Renewal","Edilia Sarrazola","05-25-2023","06-26-2024","Brand Awareness","Seminar / Conference","LATAM_COL_MED_ENT_ACTCOLOMBIANA_MAY_2023","Colombia","04-19-2023","05-25-2023","Cesar Alzate","LatAmENT","Event","One-to-Few","Closed Won"
"CLINICA PORTOAZUL S A-NextGen SIEM-Puerto Colombia","USD","441.98","USD","441.98","USD","5832.44","USD","528.68","Colombia","CLINICA PORTOAZUL S A","Upsale/Crossale","New Service","Javier Pena","07-13-2023","07-05-2024","Lead Generation","Seminar / Conference","LATAM_COL_BAQ_MIDB_SEGTOUR_JUN_2023","Colombia","06-12-2023","06-14-2023","Fernando Villate","LatAmSMB","Event","One-to-Few","Closed Lost"
"CLINICA PORTOAZUL S A-GPON-Puerto Colombia","USD","162.64","USD","162.64","USD","5854.98","USD","0.00","Colombia","CLINICA PORTOAZUL S A","Upsale","New Service","Javier Pena","08-02-2023","08-28-2023","Lead Generation","Seminar / Conference","LATAM_COL_BAQ_MIDB_SEGTOUR_JUN_2023","Colombia","06-12-2023","06-14-2023","Fernando Villate","LatAmSMB","Event","One-to-Few","Closed Won"
"Litoplas-Migracion Servidores VMware y Oracle","USD","7297.87","USD","7468.09","USD","268851.06","USD","0.00","Colombia","LITOPLAS S.A.","Crossale","New Service; Migration; Upgrade; Reconfiguration; Renewal","Dayana Chamorro","03-21-2023","09-27-2023","Brand Awareness","Tradeshow","LATAM_COL_Event_Andicom_Ent_Sep2023","Colombia","07-14-2023","09-06-2023","Raymundo Barrios","LatAmENT","Event","Partner/Sponsor","Closed Won"
"Ministerio de Trabajo (MIT)-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","Ministerio de trabajo DR","New Customer","","Maria Rodriguez","02-22-2023","07-07-2023","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Persiles Martinez","LatAmENT","Telesales","","Closed Lost"
"Superintendencia de Seguros-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","SUPERINTENDENCIA DE SEGUROS REP. DOM.","New Customer","","Maria Rodriguez","07-04-2023","07-14-2023","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Persiles Martinez","LatAmENT","Telesales","","Closed Lost"
"MIC - DRAAS (X86)","USD","3000.00","USD","3000.00","USD","108000.00","USD","0.00","Dominican Republic","Ministerio de Industria y Comercio","New Customer","New Service","Maria Rodriguez","05-12-2022","02-02-2024","Sales Tracking","Seminar / Conference","LATAM_DR_Enterprise_OnetoFew_Seguridad_Abr_2023","Dominican Republic","04-19-2023","04-20-2023","Persiles Martinez","LatAmENT","Event","One-to-Few","Closed Lost"
"PROFAMILIA - GPON + INTERNET + ATM + EASYBACKUP","USD","4480.00","USD","4480.00","USD","161280.00","USD","0.00","Dominican Republic","Profamilia Sto. Dgo.","New Customer","New Service","Maria Rodriguez","08-12-2021","11-30-2024","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Persiles Martinez","LatAmENT","Telesales","","Proposal Acceptance"
"Profamilia-","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","Profamilia Sto. Dgo.","New Customer","","Maria Rodriguez","03-02-2023","10-09-2023","Lead Generation","Telemarketing","DR_Enterprise_InsideSales_GOB_2023","Dominican Republic","02-07-2023","01-01-2023","Persiles Martinez","LatAmENT","Telesales","","Closed Lost"
"Excel Renovacion MSEC 2024 Poma Hnos SV","USD","0.00","USD","0.00","","","USD","0.00","El Salvador","POMA HERMANOS, S.A. DE C.V.","Upsale/Crossale","","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"Excel Renovacion SIEM Poma Hnos SV 2024","USD","0.00","USD","-24.00","USD","-864.00","USD","0.00","El Salvador","POMA HERMANOS, S.A. DE C.V.","Upsale","Renewal","Santos Velasquez","02-15-2024","07-23-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
"ROBLE Renovacion MWiFi Metro Villanueva Gt 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","Desarrollos y Servicios de Villa Nueva SA","Upsale","New Service; Upgrade; Reconfiguration; Renewal","Santos Velasquez","10-26-2022","11-20-2023","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Closed Won"
"ROBLE Renovacion MWiFi Metromall TEG 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","ADMINISTRADORA DE SERVICIOS SA DE CV","Upsale","New Service; Upgrade; Reconfiguration; Renewal","Santos Velasquez","11-16-2022","11-13-2023","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Closed Won"
"Excel MSEC 2024 Autokia SV","USD","0.00","USD","0.00","","","USD","0.00","El Salvador","AUTOKIA, S.A DE C.V (GRUPO POMA ) Excel","Upsale/Crossale","","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"EXCEL SDWan SERVICOLT GT 2024","USD","1200.00","USD","1200.00","USD","43200.00","USD","0.00","El Salvador","Servicolt S.A. GRUPO POMA EXCEL) GT","Upsale/Crossale","New Service","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
"Excel MSEC Excel Motors GT 2024","USD","375.00","USD","375.00","USD","13500.00","USD","0.00","El Salvador","Excel Motors S.A. (GRUPO POMA EXCEL) GT","Upsale/Crossale","New Service","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"EXCEL MSEC NAP 2024","USD","5050.00","USD","5050.00","USD","181800.00","USD","0.00","El Salvador","DIDEA, S.A. DE C.V. (GRUPO POMA)","Upsale","New Service","Santos Velasquez","04-19-2024","04-30-2024","Sales Tracking","Advertisement","LATAM_ES_Event_One-to-One_Ent_Jan2024","El Salvador","01-29-2024","01-01-2024","Carlos Zamora","LatAmENT","Event","One-to-One","Closed Won"
"EXCEL MSEC DIDEA SV 2024","USD","585.00","USD","585.00","USD","21060.00","USD","0.00","El Salvador","DIDEA, S.A. DE C.V. (GRUPO POMA)","Upsale","New Service","Santos Velasquez","02-15-2024","07-22-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel Renovacion Cisco Webex DIDEA 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","DIDEA, S.A. DE C.V. (GRUPO POMA)","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"EXCEL MSEC Europa Motors SV 2024","USD","95.00","USD","95.00","USD","3420.00","USD","0.00","El Salvador","EUROPA MOTORS. S.A. DE C.V.","Crossale","New Service","Santos Velasquez","02-15-2024","07-22-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"EXCEL MSEC Repuestos DIDEA SV 2024","USD","1300.00","USD","1300.00","USD","46800.00","USD","0.00","El Salvador","REPUESTOS DIDEA, S.A. DE C.V.","Crossale","New Service","Santos Velasquez","02-15-2024","07-22-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel Renovacion Cisco Webex Rep Didea 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","REPUESTOS DIDEA, S.A. DE C.V.","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"Excel nuevos Internet + FW TD SV","USD","920.00","USD","920.00","USD","22080.00","USD","0.00","El Salvador","TALLER DIDEA, S.A. DE C.V.","Crossale","New Service","Santos Velasquez","04-19-2023","04-28-2023","Sales Tracking","Seminar / Conference","LATAM_ES_Event_FuturoDigital_Ent_Mar2023","El Salvador","03-28-2023","03-28-2023","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel MSEC Taller DIDEA SV 2024","USD","470.00","USD","470.00","USD","16920.00","USD","0.00","El Salvador","TALLER DIDEA, S.A. DE C.V.","Upsale","New Service","Santos Velasquez","02-15-2024","07-24-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"EXCEL SDWan Taller DIDEA SV 2024","USD","0.00","USD","0.00","","","USD","0.00","El Salvador","TALLER DIDEA, S.A. DE C.V.","Upsale/Crossale","","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"ROBLE Renovacion MWiFi La Felicidad 2022","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","ROBLE (Grupo POMA ) PROPIEDAD HORIZONTAL","Upsale/Crossale","Reconfiguration; Renewal","Santos Velasquez","02-01-2022","07-05-2024","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Proposal Submitted"
"ROBLE Renovacion MWiFi La Felicidad 2024","USD","982.78","USD","0.00","USD","0.00","USD","0.00","El Salvador","ROBLE (Grupo POMA ) PROPIEDAD HORIZONTAL","Upsale/Crossale","New Service; Disconnection; Upgrade; Reconfiguration; Renewal","Santos Velasquez","06-06-2023","07-05-2024","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Closed Lost"
"EXCEL internet Autogaleria GT 2024","USD","1000.00","USD","1000.00","USD","36000.00","USD","0.00","El Salvador","Autogalería S.A. (Grupo POMA _Excel_GT)","Upsale","New Service","Santos Velasquez","10-19-2023","06-28-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"EXCEL Internet Autokia GT 2024","USD","940.00","USD","940.00","USD","33840.00","USD","0.00","El Salvador","Autokia de Guatemala S.A. (GRUPO POMA EXCEL) GT","Upsale","New Service","Santos Velasquez","02-08-2024","06-28-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel MSEC Motores Panamericanos GT 2024","USD","1215.00","USD","1215.00","USD","43740.00","USD","0.00","El Salvador","Motores Panamericanos S.A. (GRUPO POMA EXCEL) GT","Crossale","New Service","Santos Velasquez","11-28-2023","07-25-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel MSEC JM NIC 2024","USD","495.00","USD","495.00","USD","17820.00","USD","0.00","El Salvador","Julio Martinez Repuestos S.A. (EXCEL GRUPO POMA ) NI","Upsale/Crossale","New Service","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"EXCEL SDWan Julio Martinez NIC 2024","USD","1300.00","USD","1300.00","USD","46800.00","USD","0.00","El Salvador","Julio Martinez Repuestos S.A. (EXCEL GRUPO POMA ) NI","Upsale/Crossale","New Service","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
"Excel Renovacion Cisco Webex NIC 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","Julio Martinez Repuestos S.A. (EXCEL GRUPO POMA ) NI","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"ROBLE Renovacion MWiFi Multiplaza TEG 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","ADMINISTRACION Y SERVICIOS, S.A.","Upsale","New Service; Upgrade; Renewal","Santos Velasquez","11-16-2022","11-13-2023","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Closed Won"
"ROBLE Renovacion MWiFi Multiplaza SPS 2023","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","ADMINISTRACION Y SERVICIOS, S.A.","Upsale","New Service; Upgrade; Reconfiguration; Renewal","Santos Velasquez","11-16-2022","11-13-2023","Sales Tracking","Special Events","LATAM_ES_Enterprise_Event_VIPLinks_Jun2023","El Salvador","07-18-2023","06-21-2023","Carlos Zamora","LatAmENT","Event","Special Event","Closed Won"
"EXCEL Colocation NAP 2024","USD","8600.00","USD","8600.00","USD","309600.00","USD","0.00","El Salvador","AUTOMAX, S.A. DE C.V.","Upsale/Crossale","New Service","Santos Velasquez","02-08-2024","06-03-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Lost"
"EXCEL SDWan Automax SV 2024","USD","100.00","USD","100.00","USD","3600.00","USD","0.00","El Salvador","AUTOMAX, S.A. DE C.V.","Upsale/Crossale","New Service","Santos Velasquez","02-08-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
