"Opportunity Name","New MRR (converted) Currency","New MRR (converted)","Net MRR (converted) Currency","Net MRR (converted)","Net TCV (converted) Currency","Net TCV (converted)","NRR (converted) Currency","NRR (converted)","Country of Origin","Account Name","Sales Type","TransactionTypeList","Opportunity Owner","Created Date","Close Date","Primary Campaign Purpose","Campaign Type","Campaign Name","Country of Origin","Created Date","Start Date","Opportunity Owner: Manager","Reporting Business Unit","Category","Sub-Category","Stage"
"Excel MSEC Automax SV 2024","USD","95.00","USD","95.00","USD","3420.00","USD","0.00","El Salvador","AUTOMAX, S.A. DE C.V.","Crossale","New Service","Santos Velasquez","02-15-2024","07-22-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel MSEC 2024 Panameña","USD","6060.00","USD","6060.00","USD","218160.00","USD","0.00","El Salvador","PANAMEÑA DE MOTORES S.A.","Upsale/Crossale","New Service","Santos Velasquez","02-15-2024","07-02-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Lost"
"EXCEL Renovacion SIEM Panameña de Motores Pa 2024","USD","0.00","USD","-184.64","USD","-6647.04","USD","0.00","El Salvador","PANAMEÑA DE MOTORES S.A.","Upsale","Renewal","Santos Velasquez","02-15-2024","07-23-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
"Excel Renovacion Cisco Webex PAN 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","PANAMEÑA DE MOTORES S.A.","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"EXCEL SDWan AutoExcel Hn 2024","USD","2190.00","USD","2190.00","USD","78840.00","USD","0.00","El Salvador","AutoExcel S.A de C.V.","Upsale/Crossale","New Service","Santos Velasquez","02-08-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Solution Design"
"Excel MSEC AutoExcel Hn  2024","USD","1260.00","USD","1260.00","USD","45360.00","USD","0.00","El Salvador","AutoExcel S.A de C.V.","Crossale","New Service","Santos Velasquez","02-15-2024","07-24-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"Excel Renovacion Cisco Webex Hn 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","AutoExcel S.A de C.V.","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"EXCEL SDWan Chiricana Pa 2024","USD","0.00","USD","0.00","","","USD","0.00","El Salvador","COMPAÑIA CHIRICANA DE AUTOMOVILES S.A. - Grupo EXCEL Automotriz (Grupo POMA ) PA","Upsale/Crossale","","Santos Velasquez","02-15-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Prospecting & Qualification"
"Excel MSEC 2024 CEMOSA GT","USD","190.00","USD","190.00","USD","6840.00","USD","0.00","El Salvador","Central Motriz S.A. (Grupo POMA _Excel_GT)","Crossale","New Service","Santos Velasquez","02-15-2024","07-23-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Won"
"EXCEL SDWan CEMOSA GT 2024","USD","0.00","USD","-1355.00","USD","-19980.00","USD","0.00","El Salvador","Central Motriz S.A. (Grupo POMA _Excel_GT)","Upsale/Crossale","Disconnection; Upgrade","Santos Velasquez","02-15-2024","07-19-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Closed Lost"
"Excel Renovacion Cisco Webex GT 2024","USD","0.00","USD","0.00","USD","0.00","USD","0.00","El Salvador","Central Motriz S.A. (Grupo POMA _Excel_GT)","Upsale/Crossale","Renewal","Santos Velasquez","03-05-2024","07-05-2024","Sales Tracking","Advertisement","LATAM_ES_Event_Desayunos Tecnologicos_Ent_Feb2024","El Salvador","02-08-2024","02-01-2024","Carlos Zamora","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"STRATECSA Ampliacion 2053630.CO a 1Gbps","USD","109.57","USD","109.57","USD","1314.89","USD","0.00","Wholesale","STRATEGIC TECHNOLOGICAL DE COLOMBIA SAS","Upsale","Upgrade; Renewal","Alvaro Jaimes Gutiérrez","03-27-2023","03-29-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Cesar Lafaurie","Networks","Event","Partner/Sponsor","Closed Won"
"COSTATEL Ampliación 2055803.CO a 2.5Gbps","USD","702.94","USD","702.94","USD","16870.47","USD","0.00","Wholesale","Empresa de Telecomunicaciones de la Costa COSTATEL S.A. E.S.P.","Upsale","Upgrade; Renewal","Carlos Ramirez","11-03-2023","11-28-2023","Brand Awareness","Tradeshow","Networks_COL_SantaMarta_EXpoISP_2023","Colombia","09-11-2023","10-26-2023","","Networks","Event","Partner/Sponsor","Closed Won"
"PEOPLE NET Ampliación 2059756.CO a 2 Gbps","USD","241.82","USD","241.82","USD","2901.82","USD","0.00","Wholesale","PEOPLE NET TELECOMUNICACIONES Y TECNOLOGIA S.A.S.","Upsale","Upgrade; Renewal","Alvaro Jaimes Gutiérrez","03-13-2023","03-21-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Cesar Lafaurie","Networks","Event","Partner/Sponsor","Closed Won"
"CATELSA Migration of CID 18931.CN to Puerto Cortes","USD","0.00","USD","0.00","USD","-350000.00","USD","0.00","Wholesale","CABLEOPERADORES & TELECOMUNICACIONES CORPORATIVAS SA DE CV","Upsale","Disconnection; Migration; Renewal","Ricardo Zambrano","04-24-2023","08-24-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Lost"
"CATELSA New services of collocation LA CEIBA, TELA, OLANCHITO, SIGUATEPEQUE, VILLANUEVA and CHOLOMA","USD","800.00","USD","800.00","USD","28800.00","USD","0.00","Wholesale","CABLEOPERADORES & TELECOMUNICACIONES CORPORATIVAS SA DE CV","Upsale","New Service","Ricardo Zambrano","06-13-2023","07-20-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Won"
"CATELSA Fibras oscuras from COMAYAGUA to PITOSOLO and LA CEIBA to TRUJILLO","USD","8580.00","USD","8580.00","USD","308880.00","USD","0.00","Wholesale","CABLEOPERADORES & TELECOMUNICACIONES CORPORATIVAS SA DE CV","Upsale","New Service","Ricardo Zambrano","06-16-2023","06-27-2023","Lead Generation","Tradeshow","NETWORKS_Event_AndinaLink_Mar2023","Colombia","01-30-2023","03-07-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Won"
"METRO MPLS New service ETH 100M from DR to PANAMA","USD","5000.00","USD","5000.00","USD","181000.00","USD","1000.00","Wholesale","METRO MPLS, S.A.","Upsale/Crossale","New Service","Ricardo Zambrano","01-13-2023","06-08-2023","Other","Tradeshow","NETWORKS_Event_MetroConnectUSA_Jan_2023","Colombia","03-29-2023","01-30-2023","Juan Narvaez","Networks","Event","Partner/Sponsor","Closed Lost"
"ADGILE - GPON","USD","600.00","USD","600.00","USD","21700.00","USD","100.00","Dominican Republic","ADGILE SAS","New Customer","New Service","Joanna Mallol Salcedo","04-19-2024","05-22-2024","Lead Generation","Advertisement","LATAM_RD_Web_Website Leads_Ent_Jan2024","Dominican Republic","03-04-2024","01-01-2024","Julian Vittini","LatAmENT","Website","General Forms","Closed Lost"
"CORTES HNOS / INTERNET","USD","2900.00","USD","2900.00","USD","104400.00","USD","0.00","Dominican Republic","CORTES HERMANOS & CO C.X A.","New Customer","New Service","Joanna Mallol Salcedo","07-05-2023","07-25-2024","Sales Tracking","Seminar / Conference","LATAM_DR_Enterprise_OnetoFew_Sep _2023_Fortiportfolio_Fortios 7","Dominican Republic","09-27-2023","09-20-2023","Julian Vittini","LatAmENT","Event","One-to-Few","Proposal Acceptance"
"PARVAL GPON 220-110","USD","490.00","USD","265.00","USD","12340.00","USD","100.00","Dominican Republic","PARALLAX Valores Puesto de Bolsa, S.A.","Upsale/Crossale","New Service; Disconnection","Joanna Mallol Salcedo","07-31-2023","06-05-2024","Sales Tracking","Seminar / Conference","LATAM_DR__Event_SECURESDWAN_Nov2023","Dominican Republic","09-27-2023","11-09-2023","Julian Vittini","LatAmENT","Event","One-to-Few","Closed Lost"
"Gas Caribe - GPON 90/45","USD","210.54","USD","210.54","USD","7579.59","USD","0.00","Dominican Republic","INDUSTRIAS RODRIGUEZ SAS (Gas Caribe)","New Customer","New Service","Yissel De Jesus","06-07-2024","08-28-2024","Lead Generation","Advertisement","LATAM_RD_Web_Website Leads_Ent_Jan2024","Dominican Republic","03-04-2024","01-01-2024","Paola Gomez","LatAmENT","Website","General Forms","Proposal Submitted"
"MPB - GPON 60/30","USD","206.40","USD","206.40","USD","4953.60","USD","0.00","Dominican Republic","MPB MULTIVALORES PUESTO DE BOLSA","New Customer","New Service","Yissel De Jesus","10-02-2023","10-17-2023","Sales Tracking","Seminar / Conference","LATAM_DR_Empresarial_OnetoFew_Oct _2023","Dominican Republic","10-05-2023","10-05-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"AM&FA - GPON 300/150","USD","603.00","USD","603.00","USD","21708.00","USD","0.00","Dominican Republic","AMIGOS Y FAMILIA AM&FA","New Customer","New Service","Yissel De Jesus","06-01-2023","06-07-2023","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Won"
"Metasalud - Internet 30Mbps","USD","700.00","USD","700.00","USD","25200.00","USD","0.00","Dominican Republic","ARS Meta Salud Sinatrae SA","New Customer","New Service","Yissel De Jesus","12-09-2022","12-31-2024","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Solution Design"
"Metasalud - DRaaS","USD","1000.00","USD","1000.00","USD","36000.00","USD","0.00","Dominican Republic","ARS Meta Salud Sinatrae SA","New Customer","New Service","Yissel De Jesus","12-09-2022","12-31-2024","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Solution Design"
"Signos Framework - Internet 100/100","USD","1500.00","USD","1500.00","USD","36000.00","USD","0.00","Dominican Republic","SIGNOS FRAMEWORK SRL","New Customer","New Service","Yissel De Jesus","02-14-2024","08-26-2024","Lead Generation","Advertisement","LATAM_RD_Web_Website Leads_Ent_Jan2024","Dominican Republic","03-04-2024","01-01-2024","Paola Gomez","LatAmENT","Website","General Forms","Solution Design"
"UNEV - Networking","USD","600.00","USD","600.00","USD","21600.00","USD","0.00","Dominican Republic","Universidad Nacional Evangelica (UNEV)","Upsale/Crossale","New Service","Yissel De Jesus","02-06-2023","05-10-2023","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"El Catador - GPON 120/60","USD","0.00","USD","0.00","","","USD","0.00","Dominican Republic","El Catador S.A.","New Customer","","Yissel De Jesus","01-18-2024","07-01-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"El Catador - Internet Sucursales","USD","330.00","USD","330.00","USD","11880.00","USD","0.00","Dominican Republic","El Catador S.A.","Upsale/Crossale","New Service","Yissel De Jesus","04-19-2024","09-27-2024","Sales Tracking","Advertisement","LATAM_DR_Event_One-to-Few SD_Ent_Apr2024","Dominican Republic","03-12-2024","04-19-2024","Paola Gomez","LatAmSMB","Event","One-to-Few","Proposal Acceptance"
"SPIRIT - WIFI + IP","USD","3879.00","USD","3879.00","USD","142644.00","USD","3000.00","Dominican Republic","SPIRIT COWORKING","New Customer","New Service","Yissel De Jesus","01-23-2023","04-25-2023","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Won"
"DATAPROM EQUIPAMENTOS E SERVICIOS DE INFORMATICA INDUSTRIAL LTDA RENOVACION 2023","USD","0.00","USD","-651.91","USD","-586.38","USD","0.00","Colombia","DATAPROM EQUIPAMENTOS E SERVICIOS DE INFORMATICA INDUSTRIAL LTDA","Upsale/Crossale","Disconnection; Reconfiguration","Gina Ossio","05-04-2022","12-05-2023","Sales Tracking","Seminar / Conference","LATAM_COL_CTG_ENT_EXPATAQUECIBER_APR_2023","Colombia","04-11-2023","04-18-2023","Raymundo Barrios","LatAmENT","Event","One-to-Few","Closed Lost"
"CWinternet_Sede Medellin_GB","USD","944.88","USD","944.88","USD","34015.75","USD","0.00","Colombia","Geanet S.A.S.","New Customer","New Service","Yader Pachon","02-20-2024","02-27-2024","Lead Generation","Advertisement","LATAM_Col_Prod_LEADS_Mid_Jan2024","Colombia","04-09-2024","01-01-2024","Fernando Villate","LatAmSMB","Telesales","","Closed Won"
"Conectividad nueva sede - operación colombia - MDIA","USD","827.90","USD","827.90","USD","9934.76","USD","0.00","Colombia","Cobrando SAS","New Customer","New Service","Yader Pachon","04-03-2024","04-30-2024","Lead Generation","Advertisement","LATAM_Col_Prod_LEADS_Mid_Jan2024","Colombia","04-09-2024","01-01-2024","Fernando Villate","LatAmSMB","Telesales","","Closed Won"
"COOPNAMA 200/200","USD","3000.00","USD","3000.00","USD","108000.00","USD","0.00","Dominican Republic","COOPERATIVA DE SERVICIOS MULTIPLES DE LOS MAESTROS","New Customer","New Service","Joel Cuevas","07-07-2022","01-23-2024","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"Policlinico-GPON175_90_RD$","USD","388.69","USD","388.69","USD","13992.93","USD","0.00","Dominican Republic","CORPORACION VISTA HERMOSA / CENTRO POLICLINICO NACIONAL SRL","New Customer","New Service","Gilberto DelOrbe","05-16-2023","05-31-2023","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Carlos Lopez","LatAmSMB","Event","One-to-Few","Closed Won"
"XOLUSAT-30/15-Gpon","USD","120.70","USD","120.70","USD","4345.20","USD","0.00","Dominican Republic","XOLUSAT","New Customer","New Service","Jenniffer Geraldino","02-07-2023","06-14-2024","Lead Generation","Seminar / Conference","LATAM_DR_MID_OnetoFew_Feb_2023","Dominican Republic","01-24-2023","02-09-2023","Paola Gomez","LatAmSMB","Event","One-to-Few","Closed Lost"
"TRIIBUU - Internet Dedicado (LUVAL)","USD","1406.65","USD","1406.65","USD","33759.53","USD","0.00","Colombia","TRIIBUU S.A.S.","New Customer","New Service","silvana medina","06-06-2024","06-24-2024","Sales Tracking","Advertisement","LATAM_Col_Event_Vulnerability OTF MED_Ent_Apr2024","Colombia","04-05-2024","04-19-2024","Carlos Lopez","LatAmENT","Event","One-to-Few","Closed Won"
"FINO COMPANY - Conectividad  (LUVAL)","USD","569.23","USD","569.23","USD","13873.03","USD","211.50","Colombia","FINO COMPANY S.A.S.","New Customer","New Service","silvana medina","06-06-2024","06-21-2024","Sales Tracking","Advertisement","LATAM_Col_Event_Vulnerability OTF MED_Ent_Apr2024","Colombia","04-05-2024","04-19-2024","Carlos Lopez","LatAmENT","Event","One-to-Few","Closed Won"
"Servicios de conectividad 	a 100 Metros del puente Saopin , Ceiba","USD","1945.60","USD","1945.60","USD","70041.60","USD","0.00","Honduras","Servicios Electronicos Sabillon SELSA","New Customer","New Service","Hilda Pagoaga","02-20-2024","02-29-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Iglesia Revelacion","USD","275.00","USD","275.00","USD","9900.00","USD","0.00","Honduras","Servicios Electronicos Sabillon SELSA","New Customer","New Service","Hilda Pagoaga","02-20-2024","02-29-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Capacidad de Nodo Chamelecon","USD","4320.00","USD","4320.00","USD","112320.00","USD","0.00","Honduras","HIGH QUALITY S DE RL","New Customer","New Service","Hilda Pagoaga","01-26-2024","01-27-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Solicitud de punto nuevo proyecto","USD","1800.00","USD","1800.00","USD","21600.00","USD","0.00","Honduras","GALAVISIONC","New Customer","New Service","Hilda Pagoaga","01-12-2024","02-01-2024","Sales Tracking","Advertisement","LATAM_Hon_Event_Workshops One-to-One TGU_Ent_Feb2024","Honduras","02-14-2024","02-19-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Conectividad Optical Play","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Honduras","OPTICAL PLAY HONDURAS S.A. DE C.V.","New Customer","New Service","Hilda Pagoaga","11-28-2022","10-19-2023","Lead Generation","Email","LATAM_HON_Enterprise_Oferta 1Mes Gratis Conectividad_2023","Honduras","03-06-2023","03-01-2023","Laura Alvarado","LatAmENT","Email","Offer","Closed Lost"
"Intur Canal de datos Honduras Guatemala","USD","0.00","USD","0.00","USD","0.00","USD","0.00","Honduras","INDUSTRIAS TURISTICAS DE HONDURAS S DE R.L.","Upsale","New Service","Hilda Pagoaga","04-13-2023","05-08-2023","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Laura Alvarado","LatAmENT","Event","Special Event","Closed Won"
"Intur Canal de datos Honduras Guatemala correcto","USD","240.00","USD","240.00","USD","5760.00","USD","0.00","Honduras","INDUSTRIAS TURISTICAS DE HONDURAS S DE R.L.","Upsale","New Service","Hilda Pagoaga","05-23-2023","06-21-2023","Sales Tracking","Special Events","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Honduras","07-18-2023","06-21-2023","Laura Alvarado","LatAmENT","Event","Special Event","Closed Won"
"Servicio en Talanga, Barrio la Victoria","USD","3600.00","USD","3600.00","USD","86400.00","USD","0.00","Honduras","SISTEMAS EN TELECOMUNICACIONES GIRON GUTIERREZ, S. DE R.L.","New Customer","New Service","Hilda Pagoaga","01-02-2024","03-18-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
"Olancho Net por el Durazno","USD","400.00","USD","400.00","USD","9600.00","USD","0.00","Honduras","OLANCHO NET S DE RL DE CV","Upsale","New Service","Hilda Pagoaga","03-14-2024","04-16-2024","Lead Generation","Advertisement","LATAM_Hon_Event_Giras Regionales Tegucigalpa_Ent_Feb2024","Honduras","02-14-2024","02-15-2024","Laura Alvarado","LatAmENT","Event","One-to-One","Closed Won"
