"Reporting Business Unit","Country of Origin","Campaign Name","Owner","Campaign Type","Category","Sub-Category","Primary Campaign Purpose","Num Sent in Campaign","Responses in Campaign","Created Date","Start Date","Product of Interest","Campaign Status","Budgeted Cost in Campaign (converted) Currency","Budgeted Cost in Campaign (converted)","Expected Revenue in Campaign (converted) Currency","Expected Revenue in Campaign (converted)","Opportunities in Campaign","Value Opportunities in Campaign Currency","Value Opportunities in Campaign","Won Opportunities in Campaign","Value Won Opportunities in Campaign Currency","Value Won Opportunities in Campaign","Actual Cost in Campaign (converted) Currency","Actual Cost in Campaign (converted)","ROI","Campaign ID","SF Campaign Id"
"LatAmENT","Guatemala","LATAM_GUA_Event_TrDigital2_Ent_Feb2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","16","0","02-07-2023","02-08-2023","Networking","Completed","USD","500.00","USD","1500.00","4","USD","11420.00","1","USD","1100.00","USD","500.00","120.0000000000","7014X000001ymEqQAI","7014X000001ymEqQAI"
"LatAmENT","Guatemala","LATAM_GUA_Event_Ciberseguridad_MSeg_Feb2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","60","0","02-06-2023","02-16-2023","Security","Completed","USD","1100.00","USD","1500.00","7","USD","200391.00","4","USD","25731.00","USD","1100.00","2239.1818181818","7014X000001ym7LQAQ","7014X000001ym7LQAQ"
"LatAmENT","Guatemala","LATAM_GUA_Event_Ecosistemas_Ent_Feb2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","66","0","02-08-2023","02-21-2023","Networking","Completed","USD","500.00","USD","1500.00","1","USD","8647.20","1","USD","8647.20","USD","500.00","1629.4400000000","7014X000001ymKtQAI","7014X000001ymKtQAI"
"LatAmENT","Guatemala","LATAM_GUA_Event_Renovaciones14_Ent_Mar2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","0","0","02-09-2023","02-09-2023","PUSH TO TALK","Aborted","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001ymORQAY","7014X000001ymORQAY"
"LatAmENT","Guatemala","LATAM_GUA_Ent_Renovaciones_Feb_2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","30","0","01-27-2023","02-09-2023","Networking","Completed","USD","500.00","USD","1000.00","2","USD","2160.00","2","USD","2160.00","USD","500.00","332.0000000000","7014X000001ylUTQAY","7014X000001ylUTQAY"
"LatAmENT","Guatemala","LATAM_GUA_Event_Cibersecurity_Ent_Mar2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","0","0","02-09-2023","02-09-2023","Security; PUSH TO TALK","Aborted","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001ymOWQAY","7014X000001ymOWQAY"
"LatAmENT","Guatemala","LATAM_GUA_Event_Renovaciones_Ent_Mar2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","0","0","02-09-2023","02-09-2023","PUSH TO TALK","Aborted","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000001ymOCQAY","7014X000001ymOCQAY"
"LatAmENT","Guatemala","LATAM_GUA_Event_DDoS_Ent_May2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","89","20","02-09-2023","05-04-2023","Security - DDoS","Completed","USD","5000.00","","","4","USD","140064.00","2","USD","6480.00","USD","3000.00","116.0000000000","7014X000001ymOgQAI","7014X000001ymOgQAI"
"LatAmENT","Guatemala","LATAM_GUA_Event_Ecosistemas_Ent_Mar2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","40","1","02-09-2023","03-14-2023","Networking","Completed","USD","500.00","USD","1500.00","0","USD","0.00","0","USD","0.00","USD","300.00","-100.0000000000","7014X000001ymOHQAY","7014X000001ymOHQAY"
"","Guatemala","LATAM_GUA_Event_ZTNA_May2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","05-14-2024","Security","Planned","USD","2500.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsbQAE","7014X000002zVsbQAE"
"LatAmENT","Guatemala","LATAM_GUA_Event_DemoSDWANFortinet_Sep2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","60","16","09-08-2023","09-19-2023","Networking - SDWAN","Completed","","","USD","1500.00","2","USD","-191407.90","0","USD","0.00","","","","7014X000002zMnVQAU","7014X000002zMnVQAU"
"","Guatemala","LATAM_GUA_Web_WebsiteLeads_Ent_2024","Luis Hernandez Montenegro","Advertisement","","","Lead Generation","0","0","01-23-2024","01-01-2024","Cloud IT; Networking & Connectivity; Security; UCC","In Progress","","","","","4","USD","71400.00","0","USD","0.00","","","","7014X000002zSvhQAE","7014X000002zSvhQAE"
"","Guatemala","LATAM_GUA_Event_TransformacionDigital_Ent_Ene2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","9","01-26-2024","02-07-2024","Cloud IT; Networking & Connectivity; Security","Completed","USD","500.00","","","9","USD","65016.00","2","USD","7200.00","USD","550.00","1209.0909090909","7014X000002zT0mQAE","7014X000002zT0mQAE"
"","Guatemala","LATAM_GUA_Event_SDWAN_Jun2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","06-04-2024","Security","Planned","USD","2000.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsgQAE","7014X000002zVsgQAE"
"LatAmENT","Guatemala","LATAM_GUA_Event_CyberSecurity_Ent_May2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Other","0","0","04-19-2023","04-19-2023","Security","Aborted","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PO9bQAG","7014X000002PO9bQAG"
"LatAmENT","Guatemala","LATAM_GUA_Event_IntegraSponsor_Ent_Apr2023","Luis Hernandez Montenegro","Tradeshow","Event","Physical","Lead Generation","100","0","04-11-2023","04-20-2023","It Solution - DraaS; It Solution - IaaS","Completed","USD","5000.00","USD","7000.00","10","USD","905340.00","3","USD","433260.00","USD","4500.00","9528.0000000000","7014X000002PNXIQA4","7014X000002PNXIQA4"
"LatAmENT","Guatemala","LATAM_GUA_Event_Ecosistemas_Ent_Apr2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","0","0","04-17-2023","04-17-2023","PUSH TO TALK","Aborted","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PNwrQAG","7014X000002PNwrQAG"
"LatAmENT","Guatemala","LATAM_GUA_Event_reupyramid_Ent_May2023","Luis Hernandez Montenegro","One-to-One Sessions","Event","Physical","Sales Tracking","5","0","05-16-2023","05-12-2023","It Solution","Completed","","","","","3","USD","402000.00","1","USD","36000.00","USD","700.00","5042.8571428571","7014X000002edL5QAI","7014X000002edL5QAI"
"LatAmENT","Guatemala","LATAM_GUA_Ent_Renovaciones_Jul_2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","10","0","07-20-2023","07-20-2023","Networking","Completed","USD","300.00","USD","2000.00","0","USD","0.00","0","USD","0.00","USD","250.00","-100.0000000000","7014X000002einoQAA","7014X000002einoQAA"
"LatAmENT","Guatemala","LATAM_GUA_Event_RelanzamientoSDWAN_Nov2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","100","72","08-04-2023","11-28-2023","Networking - SDWAN","Completed","USD","2000.00","","","3","USD","45827.77","0","USD","0.00","","","","7014X000002eml0QAA","7014X000002eml0QAA"
"LatAmENT","Guatemala","LATAM_GUA_Info_RazonSocial_Ent_Jul2023","Luis Hernandez Montenegro","Email","Email","Offer Email","Other","0","6","07-24-2023","07-24-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002ejWaQAI","7014X000002ejWaQAI"
"LatAmENT","Guatemala","LATAM_GUA_Event_VisitaDataCenter_Ago2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","4","4","07-28-2023","08-16-2023","Security; It Solution","Completed","USD","5000.00","USD","7500.00","8","USD","126840.00","6","USD","83640.00","USD","5000.00","1572.8000000000","7014X000002ektjQAA","7014X000002ektjQAA"
"LatAmENT","Guatemala","LATAM_GUA_Event_DesayunosTecnologicos_Ago2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","25","17","08-04-2023","08-01-2023","Security; It Solution","Completed","USD","1000.00","USD","2000.00","8","USD","1206600.00","4","USD","1190520.00","USD","600.00","198320.0000000000","7014X000002emkvQAA","7014X000002emkvQAA"
"LatAmENT","Guatemala","LATAM_GUA_Event_DemoSDWANFortinet_Ago2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","29","29","08-10-2023","08-24-2023","Networking - SDWAN","Completed","","","USD","1500.00","8","USD","141761.00","4","USD","41057.00","","","","7014X000002eo5JQAQ","7014X000002eo5JQAQ"
"LatAmENT","Guatemala","LATAM_GUA_Enterprise_Event_VIPLinks_Jun2023","Luis Hernandez Montenegro","Special Events","Event","Physical","Sales Tracking","20","4","07-18-2023","06-21-2023","Security; It Solution","Completed","USD","35000.00","USD","15300.00","5","USD","1792218.00","2","USD","41508.00","USD","37082.00","11.9357100480","7014X000002eiNIQAY","7014X000002eiNIQAY"
"LatAmENT","Guatemala","LATAM_GUA_Event_CierreCuentame_Ent_Ago2023","Luis Hernandez Montenegro","One-to-One Sessions","Event","Physical","Sales Tracking","11","0","06-08-2023","08-11-2023","UC&C - Cloud Voice","Completed","USD","500.00","USD","2000.00","2","USD","-3549.00","2","USD","-3549.00","USD","300.00","-1283.0000000000","7014X000002ef91QAA","7014X000002ef91QAA"
"","Guatemala","LATAM_GUA_Event_OpenHouseNodoCentral_May2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","05-23-2024","Cloud IT; Networking & Connectivity; Security","Planned","USD","1500.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsCQAU","7014X000002zVsCQAU"
"","Guatemala","LATAM_GUA_Event_Office365_May2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","43","03-01-2024","05-07-2024","Networking & Connectivity","Completed","","","","","8","USD","55932.00","3","USD","10644.00","","","","7014X000002zVsSQAU","7014X000002zVsSQAU"
"LatAmENT","Guatemala","LATAM_GUA_Event_CCoDBrightPattern_Nov2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","","4","10-17-2023","11-08-2023","UC&C - Cloud Voice; UC&C - CCoD","Completed","USD","300.00","USD","1500.00","1","USD","90126.00","0","USD","0.00","","","","7014X000002zOYeQAM","7014X000002zOYeQAM"
"LatAmENT","Guatemala","LATAM_GUA_Event_TransformacionDigital_Ent_May2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","20","20","05-11-2023","05-25-2023","Networking","Completed","USD","500.00","USD","1000.00","3","USD","160800.00","0","USD","0.00","USD","400.00","-100.0000000000","7014X000002ed2IQAQ","7014X000002ed2IQAQ"
"","Guatemala","LATAM_GUA_Event_VisitaDataCenter_Abr2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","4","02-28-2024","04-03-2024","Cloud IT; Networking & Connectivity; Security","Completed","USD","5000.00","","","6","USD","264012.62","3","USD","169504.62","USD","3000.00","5550.1538461538","7014X000002zVZ5QAM","7014X000002zVZ5QAM"
"LatAmENT","Guatemala","LATAM_GUA_Event_DesayunoProspectosInsideCitas_Sep2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","","0","09-05-2023","09-19-2023","Security; It Solution","Aborted","USD","300.00","USD","1500.00","0","USD","0.00","0","USD","0.00","","","","7014X000002zMWtQAM","7014X000002zMWtQAM"
"LatAmENT","Guatemala","LATAM_GUA_Event_ZTNAFortinet_Oct2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","40","39","09-14-2023","10-24-2023","Security; Networking","Completed","USD","300.00","USD","1500.00","2","USD","48456.00","1","USD","9000.00","USD","300.00","2900.0000000000","7014X000002zN2QQAU","7014X000002zN2QQAU"
"LatAmENT","Guatemala","LATAM_GUA_Event_TransformacionDigital_Sep2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","","1","09-08-2023","09-19-2023","Security; It Solution","Aborted","USD","500.00","USD","2000.00","0","USD","0.00","0","USD","0.00","","","","7014X000002zMloQAE","7014X000002zMloQAE"
"","Guatemala","LATAM_GUA_Event_OnetoOne_Ent_2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-One","Lead Generation","0","0","01-15-2024","01-01-2024","It Solution; Networking","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zScGQAU","7014X000002zScGQAU"
"LatAmENT","Guatemala","LATAM_GUA_Event_TransformacionDigital_Oct2023","Luis Hernandez Montenegro","Seminar / Conference","Event","Physical","Sales Tracking","","1","09-13-2023","10-17-2023","Security; It Solution","Aborted","USD","500.00","USD","2000.00","0","USD","0.00","0","USD","0.00","","","","7014X000002zMy9QAE","7014X000002zMy9QAE"
"","Guatemala","LATAM_GUA_Event_DesayunoMonitoreoProactivo_May2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","7","03-01-2024","05-21-2024","Cloud IT; Networking & Connectivity; Security","Completed","USD","500.00","","","3","USD","35994.00","0","USD","0.00","USD","395.00","-100.0000000000","7014X000002zVsWQAU","7014X000002zVsWQAU"
"","Guatemala","LATAM_GUA_Event_Cisco_Jun2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","06-04-2024","Cloud IT; Networking & Connectivity; Security","Planned","USD","2000.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsXQAU","7014X000002zVsXQAU"
"","Guatemala","LATAM_GUA_Event_DDOS_Jun2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","06-11-2024","Security","Planned","USD","1500.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsYQAU","7014X000002zVsYQAU"
"","Guatemala","LATAM_GUA_Event_Pyramid_Jul2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","07-09-2024","Networking & Connectivity","Planned","USD","1500.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000002zVsZQAU","7014X000002zVsZQAU"
"LatAmENT","Guatemala","LATAM_GUA_Event_IntegraSap_Nov2023","Luis Hernandez Montenegro","Tradeshow","Event","Physical","Lead Generation","50","0","10-13-2023","11-09-2023","Security; Networking","Completed","USD","300.00","USD","1500.00","0","USD","0.00","0","USD","0.00","","","","7014X000002zOLBQA2","7014X000002zOLBQA2"
"","Guatemala","LATAM_GUA_Event_VulnerabilityManagement_Mar2024","Luis Hernandez Montenegro","Advertisement","Event","One-to-Few","Brand Awareness","0","13","03-01-2024","03-19-2024","Security","Completed","USD","0.00","","","2","USD","60000.00","1","USD","0.00","USD","0.00","","7014X000002zVs7QAE","7014X000002zVs7QAE"
"","Guatemala","LATAM_GUA_OutboundInsideSales_ENT_2024","Luis Hernandez Montenegro","Advertisement","Telesales","","Lead Generation","0","0","01-08-2024","01-01-2024","Security; It Solution; Networking","In Progress","","","","","17","USD","625494.00","1","USD","7200.00","USD","2000.00","260.0000000000","7014X000002zSNVQA2","7014X000002zSNVQA2"
"LatAmENT","Honduras","LATAM_HON_TGU_Patrocinio_Banking Summit_Ent_Feb2023","Paola Yanez","Tradeshow","Event","Physical","Lead Generation","20","0","10-27-2023","02-08-2023","PUSH TO TALK","Completed","USD","0.00","USD","0.00","0","USD","0.00","0","USD","0.00","USD","2018.00","-100.0000000000","7014X0000022qKYQAY","7014X0000022qKYQAY"
"LatAmENT","Honduras","LATAM_HON_TGU_Patrocinio_ADWeek CCIT_Ent_Nov2023","Paola Yanez","Tradeshow","Event","Physical","Brand Awareness","10","0","10-27-2023","11-03-2023","PUSH TO TALK","Completed","USD","0.00","USD","0.00","0","USD","0.00","0","USD","0.00","USD","500.00","-100.0000000000","7014X0000022qKiQAI","7014X0000022qKiQAI"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_One-to-Ones Seguridad_2024","Paola Yanez","Advertisement","Event","One-to-One","Lead Generation","0","0","04-03-2024","04-09-2024","Security","In Progress","USD","1000.00","","","0","USD","0.00","0","USD","0.00","","","","7014X000001z3TTQAY","7014X000001z3TTQAY"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_LogWars_Ent_May2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","37","12","06-07-2023","05-24-2023","Security","Completed","USD","1000.00","USD","11880.00","2","USD","175100.00","0","USD","0.00","USD","2133.00","-100.0000000000","7014X000002ef0EQAQ","7014X000002ef0EQAQ"
"LatAmENT","Honduras","LATAM_HON_Website Leads_Ent_2023","Paola Yanez","Advertisement","Website","","Lead Generation","0","0","06-09-2023","02-01-2023","Networking","In Progress","USD","0.00","USD","1500.00","0","USD","0.00","0","USD","0.00","USD","0.00","","7014X000002efBWQAY","7014X000002efBWQAY"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Workshops One-to-One_2024","Paola Yanez","Advertisement","Event","One-to-One","Lead Generation","0","0","02-14-2024","02-19-2024","Cloud IT; Security","In Progress","USD","1430.00","","","4","USD","41076.00","2","USD","3600.00","USD","384.00","837.5000000000","7014X0000022rmdQAA","7014X0000022rmdQAA"
"LatAmENT","Honduras","LATAM_HON_SPS_Event_One-to-Ones Cloud IT_2024","Paola Yanez","Advertisement","Event","One-to-One","Lead Generation","0","2","02-13-2024","02-21-2024","Cloud IT","In Progress","USD","650.00","","","2","USD","2917.00","1","USD","-4768.00","USD","84.00","-5776.1904761905","7014X0000022rlzQAA","7014X0000022rlzQAA"
"LatAmENT","Honduras","LATAM_HON_TGU_Giras Regionales Corp_2024","Paola Yanez","Advertisement","Event","One-to-One","Lead Generation","0","0","02-14-2024","02-15-2024","Networking & Connectivity","In Progress","USD","400.00","","","6","USD","191532.00","4","USD","157200.00","USD","100.00","157100.0000000000","7014X0000022rmiQAA","7014X0000022rmiQAA"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_AntiRansomware_Jun2024","Paola Yanez","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","06-26-2024","Cloud IT; Security","Planned","USD","1000.00","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022ryhQAA","7014X0000022ryhQAA"
"LatAmENT","Honduras","LATAM_HON_SPS_Event_AntiRansomware_Jun2024","Paola Yanez","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","06-27-2024","Cloud IT; Security","Planned","USD","1000.00","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022rymQAA","7014X0000022rymQAA"
"LatAmENT","Honduras","LATAM_HON_SPS_Event_One-to-Ones Seguridad_2024","Paola Yanez","Advertisement","Event","One-to-One","Lead Generation","0","1","02-13-2024","02-21-2024","Security","In Progress","USD","650.00","","","1","USD","7200.00","0","USD","0.00","USD","100.00","-100.0000000000","7014X0000022rm4QAA","7014X0000022rm4QAA"
"LatAmENT","Honduras","LATAM_HON_WebSiteLeads_2024","Paola Yanez","Advertisement","Website","General Forms","Brand Awareness","0","0","03-15-2024","01-01-2024","Networking & Connectivity","In Progress","USD","0.00","","","1","USD","9432.00","0","USD","0.00","USD","0.00","","7014X0000022s6UQAQ","7014X0000022s6UQAQ"
"LatAmENT","Honduras","LATAM_HON_SPS_Event_Microsoft Defender_May2024","Paola Yanez","Advertisement","Event","One-to-Few","Lead Generation","0","0","03-01-2024","05-16-2024","Cloud IT","Completed","USD","500.00","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022rycQAA","7014X0000022rycQAA"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Launch Vulnerability_May2024","Paola Yanez","Advertisement","Event","One-to-Few","Lead Generation","0","0","04-03-2024","05-28-2024","Security","Planned","USD","700.00","","","0","USD","0.00","0","USD","0.00","USD","1827.00","-100.0000000000","7014X000001z3TOQAY","7014X000001z3TOQAY"
"LatAmENT","Honduras","LATAM_HON_Enterprise_OutboundSalesGPON_2023","Paola Yanez","Telemarketing","Telesales","","Lead Generation","111","0","02-14-2023","02-14-2023","Networking","Completed","USD","0.00","USD","1500.00","0","USD","0.00","0","USD","0.00","USD","0.00","","7014X000001ymoOQAQ","7014X000001ymoOQAQ"
"LatAmENT","Honduras","LATAM_HON_Enterprise_Oferta 1Mes Gratis Conectividad_2023","Paola Yanez","Email","Email","","Lead Generation","60","3","03-06-2023","03-01-2023","Networking","Completed","USD","200.00","USD","104689.00","7","USD","356472.00","1","USD","2640.00","USD","672.00","292.8571428571","7014X000001yoPkQAI","7014X000001yoPkQAI"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Desayunos Tecnologicos_Sep2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","20","2","08-30-2023","09-12-2023","Security; It Solution","Completed","USD","1000.00","USD","10000.00","0","USD","0.00","0","USD","0.00","USD","122.00","-100.0000000000","7014X000002zMJkQAM","7014X000002zMJkQAM"
"LatAmENT","Honduras","LATAM_HON_TGU_Patrocinio_Elga Transformacion Digital_Ent_Ago2023","Paola Yanez","Tradeshow","Event","Physical","Sales Tracking","20","4","07-04-2023","08-25-2023","UC&C","Completed","USD","300.00","USD","5000.00","1","USD","3600.00","0","USD","0.00","USD","553.00","-100.0000000000","7014X000002egmtQAA","7014X000002egmtQAA"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_SAP-B1toHANA_Ent_May2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","57","22","04-20-2023","05-09-2023","It Solution","Completed","USD","1000.00","USD","19230.00","5","USD","340319.28","0","USD","0.00","USD","1822.00","-100.0000000000","7014X000002POG3QAO","7014X000002POG3QAO"
"LatAmENT","Honduras","LATAM_HON_SPS_Event_SAP-B1toHANA_Ent_May2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","51","7","04-20-2023","05-10-2023","It Solution","Completed","USD","1200.00","USD","9469.00","6","USD","211956.00","0","USD","0.00","USD","1462.00","-100.0000000000","7014X000002POFtQAO","7014X000002POFtQAO"
"LatAmENT","Honduras","LATAM_HON_TGU_One-to-One_Ago2023","Paola Yanez","One-to-One Sessions","Event","Physical","Sales Tracking","10","3","08-04-2023","08-08-2023","Security; It Solution","Completed","USD","800.00","USD","10000.00","3","USD","85141.86","0","USD","0.00","USD","121.00","-100.0000000000","7014X000002emlPQAQ","7014X000002emlPQAQ"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Desayunos Tecnologicos_Ago2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","20","4","08-04-2023","08-08-2023","Security; It Solution","Completed","USD","1000.00","USD","10000.00","2","USD","8400.00","0","USD","0.00","USD","118.00","-100.0000000000","7014X000002emlUQAQ","7014X000002emlUQAQ"
"LatAmENT","Honduras","LATAM_HN_Enterprise_Event_VIPLinks_Jun2023","Paola Yanez","Special Events","Event","Physical","Brand Awareness","20","10","07-18-2023","06-21-2023","Security; It Solution","Completed","USD","35000.00","USD","15300.00","10","USD","692680.70","4","USD","72360.00","USD","43859.00","64.9832417520","7014X000002eiJVQAY","7014X000002eiJVQAY"
"LatAmENT","Honduras","LATAM_HON_Event_Visita DC Tocancipa_Ent_Sep2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","4","4","07-04-2023","09-07-2023","It Solution","Completed","USD","7000.00","USD","10000.00","1","USD","0.00","0","USD","0.00","USD","5451.00","-100.0000000000","7014X000002egmyQAA","7014X000002egmyQAA"
"LatAmENT","Honduras","LATAM_HON_TGU_One-to-One_Sep2023","Paola Yanez","One-to-One Sessions","Event","Physical","Sales Tracking","10","2","08-30-2023","09-04-2023","Security; It Solution","Completed","USD","800.00","USD","8000.00","0","USD","0.00","0","USD","0.00","USD","440.00","-100.0000000000","7014X000002zMJpQAM","7014X000002zMJpQAM"
"LatAmENT","Honduras","LATAM_HON_Info_RazonSocial_Ent_Ago2023","Paola Yanez","Email","Email","Offer Email","Other","1219","4","08-08-2023","08-16-2023","CONTENT DELIVERY SERVICES","Completed","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002en4JQAQ","7014X000002en4JQAQ"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Secure-SDWAN-Fortinet_Ent_Nov2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","35","10","07-06-2023","11-16-2023","Security","Completed","USD","1500.00","USD","3300.00","0","USD","0.00","0","USD","0.00","USD","2502.00","-100.0000000000","7014X000002egyGQAQ","7014X000002egyGQAQ"
"LatAmENT","Honduras","LATAM_HON_TGU_Event_Desayuno Microsoft Defender_Nov2023","Paola Yanez","Seminar / Conference","Event","Physical","Sales Tracking","20","12","07-06-2023","11-08-2023","Security; It Solution","Completed","USD","800.00","USD","4050.00","3","USD","44568.00","1","USD","6000.00","USD","1005.00","497.0149253731","7014X000002egyLQAQ","7014X000002egyLQAQ"
"","Latam Region","LATAM_Col_Prod_NubeHibrida_Ent_Jan2024","Camila Rodriguez","Email","Email","Offer Email","Lead Generation","0","36","11-02-2023","01-15-2024","Cloud IT","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022qSuQAI","7014X0000022qSuQAI"
"","Latam Region","NETWORKS_Info_Christmas_MSeg_Dec2023","Camila Rodriguez","Advertisement","Email","Offer","Brand Awareness","0","8","12-13-2023","12-13-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000022r6FQAQ","7014X0000022r6FQAQ"
"LatAmRegional","Latam Region","LATAM_Prod_SDWAN_Ent_Oct2023_e","Camila Rodriguez","Email","Email","Offer Email","Other","0","0","09-13-2023","09-13-2023","Security","Planned","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000036WatQAE","7014X0000036WatQAE"
"LatAmRegional","Latam Region","LATAM_Prod_SDWAN_Ent_Oct2023_SM","Camila Rodriguez","Email","Email","Offer Email","Other","0","0","09-13-2023","09-13-2023","Security","Planned","","","","","0","USD","0.00","0","USD","0.00","","","","7014X0000036WayQAE","7014X0000036WayQAE"
"LatAmENT","Latam Region","LATAM_Info_Newsletter_Ent_Aug2023","Camila Rodriguez","Email","Email","Offer Email","Other","8055","0","08-12-2023","08-12-2023","PUSH TO TALK","Completed","USD","200.00","USD","0.00","0","USD","0.00","0","USD","0.00","USD","200.00","-100.0000000000","7014X000002eoGOQAY","7014X000002eoGOQAY"
"","Latam Region","NETWORKS_Info_Comunicado_NewBrand _May2023","Lorena Chavarria","Advertisement","Email","Offer Email","Brand Awareness","0","0","05-03-2023","05-15-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PP1aQAG","7014X000002PP1aQAG"
"LatAmENT","Latam Region","LATAM_Info_Comunicado_NewBrand_May2023","Lorena Chavarria","Advertisement","Email","Offer Email","Brand Awareness","0","10","05-03-2023","05-15-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PP1VQAW","7014X000002PP1VQAW"
"","Latam Region","NETWORKS_Info_Comunicado_NewBrand _May2023_SM","Lorena Chavarria","Advertisement","Media","Social Media","Other","0","0","05-09-2023","05-09-2023","PUSH TO TALK","In Progress","","","","","0","USD","0.00","0","USD","0.00","","","","7014X000002PPYmQAO","7014X000002PPYmQAO"
